x,y
0.0,31.65174829440365
0.0091495513916015,0.6409361359170257
0.0182769298553466,0.0680815659617825
0.0270130634307861,0.0564120851411108
0.035480260848999,0.0376889371129116
0.0442752838134765,0.0165807431846025
0.0533878803253173,0.0129013786412473
0.0625865459442138,0.0059005046079311
0.0720112323760986,0.0051013957266375
0.0814666748046875,0.0031899474006881
0.0904231071472168,0.0025278552319149
0.0995552539825439,0.0019749398319518
0.1121549606323242,0.0016508658363358
0.1286606788635254,0.0014067109301304
0.1438024044036865,0.0012594620775726
0.1545996665954589,0.0010858236161282
0.1640713214874267,0.0009596370185407
0.1749086380004882,0.0006327244418291
0.184161901473999,0.0005039083001985
0.1929855346679687,0.000425777494219
0.2034223079681396,0.0004146867402503
0.2130239009857177,0.000290953328575
0.222212553024292,0.0002756709282142
0.2349202632904052,0.0002684100590523
0.2500767707824707,0.0002639590030876
0.2645792961120605,0.0001804594106455
0.2808988094329834,0.0001769992062348
0.2977461814880371,0.0001743190814377
0.3141186237335205,0.0001719344153346
0.3285772800445556,0.0001621716965873
0.343574047088623,0.0001593202168813
0.3580322265625,0.0001569601109155
0.3739895820617676,0.0001004519804507
0.388883113861084,9.774275906713822e-05
0.4091525077819824,9.64328143549624e-05
0.4254908561706543,9.516071603473288e-05
0.439666748046875,9.414719172372233e-05
0.4577417373657226,9.211183175205978e-05
0.4761178493499756,8.668839599922906e-05
0.4921097755432129,8.330689323975257e-05
0.5031163692474365,8.153260086428734e-05
0.523094654083252,8.003412115735222e-05
0.5393342971801758,7.897763005009261e-05
0.5551459789276123,7.72040977892094e-05
0.5684463977813721,7.613095864164594e-05
0.5844721794128418,7.471017250597825e-05
0.59423828125,7.411770631608572e-05
0.6030714511871338,7.311472469974868e-05
0.6125078201293945,7.22231069911837e-05
0.6220481395721436,7.040676718254573e-05
0.6315262317657471,6.11845303196729e-05
0.640803337097168,6.092893086576907e-05
0.6565196514129639,4.066074369072875e-05
0.6735432147979736,4.03823344639345e-05
0.6885263919830322,4.018074995628424e-05
0.6985788345336914,3.989116209215115e-05
0.7092950344085693,3.958391564445121e-05
0.7189404964447021,3.9445637507822525e-05
0.7279961109161377,3.90848334101928e-05
0.737433671951294,3.865785804932768e-05
0.7472257614135742,3.804206254912826e-05
0.7574701309204102,3.784765845420899e-05
0.7684977054595947,3.7544114979205314e-05
0.7809727191925049,3.7438232404783504e-05
0.7947037220001221,3.735185942615755e-05
0.8049700260162354,2.9041146208112012e-05
0.814279317855835,2.887501534157621e-05
0.8244967460632324,2.8602890641105824e-05
0.8343756198883057,2.8500900951702804e-05
0.8433816432952881,2.829639696444877e-05
0.853236198425293,2.8144501806799977e-05
0.8714234828948975,2.801870511568487e-05
0.8875014781951904,2.780645554028886e-05
0.8991718292236328,2.7606690188008467e-05
0.9129137992858888,2.747272531514086e-05
0.9224939346313475,2.7423702272225437e-05
0.9324297904968262,2.7351384075432248e-05
0.9421226978302002,2.71343702131098e-05
0.9517951011657716,2.6991654369298527e-05
0.962090015411377,2.686964215872652e-05
0.9721465110778807,2.6629238955205675e-05
0.9853847026824952,2.6547974483812825e-05
1.000603437423706,2.6341403245687625e-05
1.010606288909912,2.6205751362769176e-05
1.0208773612976074,2.6146472521558905e-05
1.0305829048156738,2.5965456355290603e-05
1.0411980152130127,2.566908473159237e-05
1.0510571002960205,2.5503345942747498e-05
1.0607078075408936,2.540765567313774e-05
1.0702266693115234,2.529815005857235e-05
1.080761194229126,2.247341956503221e-05
1.0915021896362305,2.2108308478737223e-05
1.107149600982666,2.1890754984753957e-05
1.1178269386291504,2.1721009124717296e-05
1.127448558807373,2.162006304507598e-05
1.1365702152252195,2.1526236314936468e-05
1.1459970474243164,2.143453296985705e-05
1.155308961868286,2.119227078829869e-05
1.1643037796020508,2.109308941111556e-05
1.174152135848999,2.0952288125625472e-05
1.1901235580444336,2.091337489955469e-05
1.205310583114624,2.08682198404538e-05
1.220609188079834,2.068858254430271e-05
1.2328500747680664,2.063482738364611e-05
1.2446677684783936,1.4020532088930175e-05
1.2539103031158447,1.3949675494084684e-05
1.2639305591583252,1.387485577017768e-05
1.2735984325408936,1.3650923562817326e-05
1.2835149765014648,1.3573799075135952e-05
1.2991321086883545,1.3320260406783164e-05
1.3151960372924805,1.3187278296621195e-05
1.3284223079681396,1.3083951601237182e-05
1.339618682861328,1.2967348928546689e-05
1.3486857414245603,1.2912290764387008e-05
1.3584754467010498,1.2830774171285705e-05
1.3698148727416992,1.2792844828746893e-05
1.3792943954467771,1.270580252695334e-05
1.389256715774536,1.2655261716179048e-05
1.4000756740570068,1.263128905080087e-05
1.412846565246582,1.261387328962426e-05
1.4237620830535889,1.2548582697057058e-05
1.4380435943603516,1.2403927897016684e-05
1.448439359664917,1.2352470287266656e-05
1.4580588340759275,1.2318693316552796e-05
1.467556715011597,1.2222004908943233e-05
1.4768996238708496,1.2167304262252624e-05
1.4859600067138672,1.208544290991766e-05
1.495533466339111,1.2054717576053977e-05
1.5059423446655271,1.203958781218632e-05
1.5200164318084717,1.2002429333261564e-05
1.5347020626068115,1.1915019963216912e-05
1.5457618236541748,1.1881483755127733e-05
1.5556681156158447,1.1873827329954038e-05
1.566924810409546,1.1853591277131252e-05
1.5761570930480957,1.1823056262716674e-05
1.5863800048828125,1.1769248898197709e-05
1.596083641052246,1.1753183498817684e-05
1.606729507446289,1.1713439464370167e-05
1.6194405555725098,1.1678986383466772e-05
1.6329967975616455,1.1651956502288784e-05
1.6453146934509275,1.1629227788973636e-05
1.6548960208892822,1.1609090638657804e-05
1.6644511222839355,1.1540394773377636e-05
1.6738526821136477,1.1462896660700694e-05
1.683180809020996,1.1339072652343386e-05
1.6928961277008057,1.1231744730253302e-05
1.702420711517334,1.1185825759971886e-05
1.717634677886963,1.1046488891835444e-05
1.736457109451294,1.0986292768603195e-05
1.7534427642822266,1.094704323990936e-05
1.764481544494629,1.0929754916612065e-05
1.7748675346374512,1.0916121640526514e-05
1.7853336334228516,1.0878857929328331e-05
1.796438217163086,1.0824858381126873e-05
1.8064961433410645,1.0798669550622049e-05
1.8171870708465576,1.0778991624826134e-05
1.8274636268615725,1.0712014094491824e-05
1.837555170059204,1.0609377260019947e-05
1.8491480350494385,1.0487742318630304e-05
1.8620963096618648,1.042976143886218e-05
1.874702215194702,1.0390610996518058e-05
1.8848881721496584,1.0351287664374612e-05
1.8964014053344729,1.0294791528678906e-05
1.9072377681732176,1.026046277577372e-05
1.9167704582214355,1.0170372041004469e-05
1.927109956741333,1.0087315501651784e-05
1.9390606880187988,1.0035257195857974e-05
1.9565861225128172,1.0005576989055155e-05
1.974738359451294,9.991195700106365e-06
1.991006851196289,9.945827734451816e-06
2.001706600189209,9.900007230239163e-06
2.010946035385132,9.788809677634564e-06
2.0205321311950684,9.735187511903427e-06
2.030034065246582,9.667659915369124e-06
2.0399181842803955,9.61957882539988e-06
2.0497841835021973,9.554521974961996e-06
2.0617165565490723,9.537814306210647e-06
2.073714256286621,9.507823494240852e-06
2.0881173610687256,9.48593420432674e-06
2.1018857955932617,9.426667373654938e-06
2.113560199737549,9.399227173333136e-06
2.124231576919556,9.34928841105243e-06
2.1347436904907227,9.32820720236274e-06
2.1445116996765137,9.315100469833833e-06
2.1549015045166016,9.308078895900783e-06
2.1703972816467285,8.260714356100593e-06
2.1829051971435547,8.240466562430352e-06
2.198333263397217,8.230261423002274e-06
2.210484266281128,8.209624862574973e-06
2.219867467880249,8.18773344589052e-06
2.2303216457366943,8.169288522832209e-06
2.2398571968078613,8.13386032497122e-06
2.251392364501953,8.104594873972526e-06
2.2617831230163574,8.087368221369966e-06
2.2725279331207275,8.07785576683627e-06
2.286873340606689,8.062588752640678e-06
2.300518035888672,8.040138023948166e-06
2.3111937046051025,8.02097673402111e-06
2.322524070739746,8.009775098928404e-06
2.332266569137573,7.984273761992185e-06
2.3424594402313232,7.973793326228376e-06
2.352699279785156,7.966535675938799e-06
2.363635301589966,7.959815827699988e-06
2.3767683506011963,7.956895225913922e-06
2.3922319412231445,7.490663729407951e-06
2.4064829349517822,7.482853129223169e-06
2.4166691303253174,7.476828985241988e-06
2.4267470836639404,7.468587543787442e-06
