x,y
0.0,0.0396871169905234
0.0173726081848144,0.029226343686501
0.033191442489624,0.0070176733934072
0.059645652770996,0.0069780948478183
0.0874631404876709,0.0062792216681401
0.1145708560943603,0.0014626843769199
0.1495552062988281,0.0012601276321785
0.1790666580200195,0.0008668646002528
0.2236571311950683,0.0006514911430871
0.2449967861175537,0.0002741772882753
0.2746117115020752,0.0002396944645805
0.3026983737945556,0.0002259403367307
0.3218753337860107,9.016014849259777e-05
0.3501255512237549,8.208267752596425e-05
0.3766462802886963,7.934880657664454e-05
0.4124422073364258,7.93488065768256e-05
0.4462935924530029,7.934880657700665e-05
0.469764232635498,7.934880657700665e-05
0.4883320331573486,7.222142275596791e-05
0.5053360462188721,5.542570596260172e-05
0.5271294116973877,5.1385453417203086e-05
0.5434088706970215,5.056739842789343e-05
0.564598560333252,5.056739842789343e-05
0.585118293762207,5.056739842807448e-05
0.6062266826629639,5.0567398428255536e-05
0.6338505744934082,5.056739842843658e-05
0.6529994010925293,4.9274262383679457e-05
0.674720287322998,4.927426238386051e-05
0.6957406997680664,4.9274262384041567e-05
0.716484785079956,4.927426238440367e-05
0.7431356906890869,4.9274262384584725e-05
0.7680141925811768,4.927426238476578e-05
0.7878785133361816,4.927426238476578e-05
0.8085200786590576,4.927426238530894e-05
0.8244361877441406,4.926320343479584e-05
0.8445754051208496,4.925080227750385e-05
0.8639507293701172,4.921999998562781e-05
0.8805012702941895,4.916280641285389e-05
0.8958394527435303,4.910885603735318e-05
0.9115495681762696,4.901511759273285e-05
0.9303879737854004,3.792249122266072e-05
0.9549691677093506,3.7156774878979234e-05
0.9752986431121826,3.5207845553968135e-05
0.9919438362121582,3.421994681281714e-05
1.0128016471862793,2.9474732877970116e-05
1.0310416221618652,2.9407417408047493e-05
1.049734354019165,2.7140971027389217e-05
1.070274829864502,2.6420713754281764e-05
1.0877466201782229,2.570153110342909e-05
1.105377435684204,2.112413594025225e-05
1.121678590774536,1.49846846631205e-05
1.1377341747283936,1.4761163926702865e-05
1.1693506240844729,1.4761163926883913e-05
1.1927287578582764,1.476116392706496e-05
1.2131710052490234,1.476116392706496e-05
1.2292819023132324,1.4656001246171318e-05
1.2451744079589844,1.462259620746876e-05
1.262126922607422,1.4622011328977632e-05
1.2823736667633057,1.4621551447545546e-05
1.3027901649475098,1.4581281822429646e-05
1.3200888633728027,1.4494109487132936e-05
1.341012716293335,1.4494109487313984e-05
1.357208251953125,1.448738165719802e-05
1.3734896183013916,1.4486926476129987e-05
1.3924977779388428,1.4479636957940886e-05
1.4128494262695312,1.446442670785963e-05
1.4279589653015137,1.4463064288817083e-05
1.446213960647583,1.4462056122826689e-05
1.4626617431640625,1.4101324052436089e-05
1.4791111946105957,1.3630682207562697e-05
1.503793478012085,1.342361404870108e-05
1.5216999053955078,1.2837255836184629e-05
1.5397212505340576,1.253832074977645e-05
1.5566976070404053,8.265755757508807e-06
1.5731053352355957,8.241144524516518e-06
1.587934970855713,8.205502022821526e-06
1.61348557472229,8.188131934216512e-06
1.6345593929290771,8.16992389168878e-06
1.6526985168457031,8.169109688969341e-06
1.6733486652374268,8.169109689150387e-06
1.689808368682861,8.12702213148487e-06
1.7060043811798096,8.052031594221846e-06
1.7333323955535889,8.052031594402894e-06
1.7564916610717771,8.05203159458394e-06
1.7775259017944336,8.05203159458394e-06
1.7936453819274902,8.041842184446157e-06
1.8094935417175293,8.037072075685299e-06
1.8257322311401367,7.39590279710023e-06
1.8573267459869385,7.3959027972812764e-06
1.8806695938110352,7.395684525070602e-06
1.898756742477417,7.361927878968687e-06
1.9141817092895508,5.314893867501178e-06
1.931304216384888,5.2863656219143725e-06
1.948298692703247,5.209857043873721e-06
1.9681124687194824,5.171203646120947e-06
