x,y
0.0,0.0396871169905234
0.230729341506958,0.0027134238678563
0.4482159614562988,0.0004304983138841
0.661616325378418,0.0001240123659137
0.8749561309814453,4.903256114771999e-05
1.0722122192382812,1.7222698121218344e-05
1.3635201454162598,1.0492514444629302e-05
1.5763156414031982,6.521784070887641e-06
1.769676923751831,4.819473018221117e-06
1.9722535610198972,3.1670996284239744e-06
2.1895065307617188,2.7936695664388367e-06
2.393817186355591,1.5212850573706062e-06
2.592277765274048,1.4613257958740677e-06
2.8066744804382324,8.482301752776123e-07
3.015608072280884,6.053930949272996e-07
3.2289369106292725,5.985782081047813e-07
3.435020685195923,5.892002190530923e-07
3.644842386245728,5.781659955764074e-07
3.853041648864746,5.716394440275004e-07
4.066153049468994,5.462060948780707e-07
4.282795667648315,2.171399131033018e-07
4.541179895401001,2.1492298974770834e-07
4.774719715118408,2.1175772693259706e-07
4.998674392700195,2.088096513282529e-07
5.229074478149414,2.0632925260928137e-07
5.456923246383667,2.0521387217692855e-07
5.790410280227661,2.0451457692260268e-07
6.08776593208313,2.0284710629125369e-07
6.334804058074951,1.1427207488477723e-07
6.651948690414429,1.1374481841794313e-07
6.9383628368377686,1.127082820601645e-07
7.260819435119629,1.1172599443267017e-07
7.472956418991089,1.1065312780481022e-07
7.750815629959106,1.1016650578977413e-07
8.106610298156738,1.0967944709238334e-07
8.359791994094849,1.0926267289070107e-07
8.613684892654419,1.0880481470061769e-07
8.878454446792603,1.0811315149128988e-07
9.292754888534546,1.072726853297275e-07
9.60821294784546,1.0631351108925458e-07
10.07007098197937,1.0554411443778297e-07
10.304330825805664,1.0297637416530147e-07
10.607967376708984,1.0262160179799777e-07
10.873915910720823,1.0199080092170165e-07
11.104228496551514,1.010985482540864e-07
11.35207462310791,1.0088833657462397e-07
11.616937398910522,1.0047578761963483e-07
11.978400230407717,1.0020716170934853e-07
12.311607837677002,9.97300366313676e-08
12.580307006835938,9.958891020039525e-08
12.84318733215332,9.920880717879768e-08
13.10027313232422,9.885862884744992e-08
13.3491849899292,9.862152445094573e-08
13.593004941940308,9.824778609275829e-08
13.846887111663818,9.798896000797981e-08
14.097511291503906,9.567210645982037e-08
14.34559726715088,5.8479886226249596e-08
14.583583354949951,5.83431168476947e-08
14.838781118392944,5.8114258188917136e-08
15.08476185798645,5.779288895646856e-08
15.3486008644104,5.7606087948408674e-08
15.605844736099243,5.738775981538182e-08
15.872406482696531,5.726172029394274e-08
16.151777029037476,5.7107190508861274e-08
16.38385534286499,5.6781721133428493e-08
16.620513439178467,5.6552358805388676e-08
16.860491514205933,5.642973579820116e-08
17.103213787078857,5.623773895830908e-08
17.352967500686646,5.596170629606363e-08
17.59238600730896,5.587362410131229e-08
17.82885456085205,5.573972230631049e-08
18.072160720825195,5.560707570145793e-08
18.321484327316284,5.550769063980823e-08
18.56868290901184,5.536700270715124e-08
18.82350897789001,5.517844809000649e-08
19.069793462753296,5.5018959099881365e-08
19.306469202041622,5.48706100354842e-08
19.55462336540222,5.476641096747826e-08
19.790534257888797,5.46141344777375e-08
20.037334442138672,5.4503966150477255e-08
20.27829885482788,5.43952833035537e-08
20.525480031967163,5.429292022044655e-08
20.75742745399475,5.4140047728113656e-08
20.99431705474853,5.404258700168624e-08
21.23289918899536,5.387750587059339e-08
21.478407621383667,5.37865388929432e-08
21.721951484680176,5.3705501731262225e-08
21.958100080490112,5.0436396936161145e-08
22.234796285629272,5.02956262660497e-08
22.51569962501526,5.0180871326256385e-08
22.88548731803894,5.0099167192313015e-08
23.20719814300537,4.99355284531938e-08
23.445900917053223,4.9842740336693156e-08
23.69593811035156,4.97835524998764e-08
23.95050358772278,4.4779947591910006e-08
24.23243808746338,4.468537581320514e-08
24.484251499176025,4.461700352611902e-08
24.83042025566101,4.458713659087623e-08
25.2184841632843,4.455587125831143e-08
25.590299129486084,4.443095892869904e-08
